fact,k_s,pzt,pzm,fnlt,fnlm
9.902934970542360410e-03,4.969385012137061963e+00,3.060925597585855329e-10,3.061329367395823881e-10,-6.471731154667916819e+00,-6.053127070687811084e+00
9.927872056637723069e-03,4.981898674223836032e+00,3.173510245044287136e-10,3.173941625089932216e-10,-6.457081328850645008e+00,-5.974974377895968303e+00
9.952871938082613612e-03,4.994443847601930386e+00,3.288833421209783016e-10,3.289253287404925104e-10,-6.243368591473864804e+00,-5.899177552161232185e+00
9.977934773005217930e-03,5.007020611621539885e+00,3.406864681501695140e-10,3.407227612963560901e-10,-6.187736017886436457e+00,-5.825633027345118009e+00
1.000306071993190514e-02,5.019629045832675551e+00,3.527503009515614238e-10,3.527899188368696329e-10,-6.081151376172059919e+00,-5.754243185272210681e+00
1.002824993778822851e-02,5.032269229985657510e+00,3.650893472547521324e-10,3.651302960050302144e-10,-5.989835491315099070e+00,-5.684915936987732898e+00
1.005350258589995244e-02,5.044941244031641681e+00,3.777055087770591529e-10,3.777474279775817019e-10,-5.910389392413885723e+00,-5.617564338951660297e+00
1.007881882399403253e-02,5.057645168123099388e+00,3.905963712948154221e-10,3.906448921082556223e-10,-5.876289101188309161e+00,-5.552106227052070686e+00
1.010419881219965302e-02,5.070381082614348500e+00,4.037694797664571368e-10,4.038153383816731722e-10,-5.695982065010131379e+00,-5.488463928155008276e+00
1.012964271104923111e-02,5.083149068062049913e+00,4.172415770226217072e-10,4.172829784502638555e-10,-5.689983990323796981e+00,-5.426563941801513025e+00
1.015515068147941277e-02,5.095949205225713818e+00,4.310030160117949693e-10,4.310418708031181342e-10,-5.566859279164263263e+00,-5.366336682030105720e+00
1.018072288483211872e-02,5.108781575068216618e+00,4.450561484580797358e-10,4.450957515827696563e-10,-5.479567068731752144e+00,-5.307716213268693473e+00
1.020635948285555580e-02,5.121646258756316961e+00,4.594049233931012136e-10,4.594484009666368090e-10,-5.525191394250531296e+00,-5.250640023206845974e+00
1.023206063770522312e-02,5.134543337661153117e+00,4.740609372301591090e-10,4.741036404386641450e-10,-5.392405097172438211e+00,-5.195048782301685542e+00
1.025782651194496846e-02,5.147472893358779444e+00,4.890142018698111118e-10,4.890524801118331296e-10,-5.305194033639589968e+00,-5.140886134650532568e+00
1.028365726854798406e-02,5.160435007630661097e+00,5.042840623776254446e-10,5.043229078249763581e-10,-5.340469675595153731e+00,-5.088098518108695067e+00
1.030955307089786478e-02,5.173429762464208714e+00,5.198706298695233209e-10,5.199075968902255266e-10,-5.255187369960169441e+00,-5.036634988092409060e+00
1.033551408278962983e-02,5.186457240053288231e+00,5.357661749502041639e-10,5.358105474763277890e-10,-5.076903112161381237e+00,-4.986447092780027290e+00
1.036154046843074973e-02,5.199517522798737801e+00,5.519915943390935941e-10,5.520357955200360144e-10,-5.145652466861227126e+00,-4.937488725004069323e+00
1.038763239244220628e-02,5.212610693308898924e+00,5.685436615064368797e-10,5.685874308618801421e-10,-5.061306737940475919e+00,-4.889715973231375301e+00
1.041379001985950729e-02,5.225736834400127151e+00,5.854118611884556342e-10,5.854546616943299268e-10,-4.971023096882577264e+00,-4.843087016626175689e+00
1.044001351613375699e-02,5.238896029097328544e+00,6.026302184637247674e-10,6.026695723982072122e-10,-4.952501603930879348e+00,-4.797561946805699584e+00
1.046630304713269503e-02,5.252088360634479258e+00,6.201811840295566975e-10,6.202233445914083109e-10,-4.904550864761049844e+00,-4.753102666167118073e+00
1.049265877914171835e-02,5.265313912455139800e+00,6.380825192946684579e-10,6.381202458165847602e-10,-4.862447684903687950e+00,-4.709672776674018735e+00
1.051908087886498089e-02,5.278572768213008359e+00,6.563239587226969854e-10,6.563645960177814227e-10,-4.772837820168277290e+00,-4.667237530072100071e+00
1.054556951342640499e-02,5.291865011772425298e+00,6.749199460358681946e-10,6.749607552218544586e-10,-4.741222109806871643e+00,-4.625763753322567062e+00
1.057212485037076558e-02,5.305190727208919377e+00,6.938558089630966032e-10,6.938959898967685588e-10,-4.692779543089958594e+00,-4.585219694579497407e+00
1.059874705766474315e-02,5.318549998809735335e+00,7.131603674503346073e-10,7.132068084071613851e-10,-4.689141587111112841e+00,-4.545575077389037766e+00
1.062543630369796981e-02,5.331942911074359692e+00,7.328432465228287594e-10,7.328827677765801727e-10,-4.666138926754030081e+00,-4.506800842203290358e+00
1.065219275728412213e-02,5.345369548715067864e+00,7.528902132896775237e-10,7.529284279995123271e-10,-4.575814988646559556e+00,-4.468869133109889979e+00
1.067901658766197588e-02,5.358829996657453520e+00,7.733061361107977236e-10,7.733484081403240393e-10,-4.521757356922937454e+00,-4.431753280260068983e+00
1.070590796449645901e-02,5.372324340040957935e+00,7.941086731873869769e-10,7.941473668072419250e-10,-4.538380445127815577e+00,-4.395427754373625540e+00
1.073286705787976185e-02,5.385852664219425989e+00,8.152718146199464265e-10,8.153104592437417827e-10,-4.470707249430720509e+00,-4.359868051176202464e+00
1.075989403833237101e-02,5.399415054761627530e+00,8.368349969022772989e-10,8.368789472355135740e-10,-4.470093739943916233e+00,-4.325050767512098382e+00
1.078698907680419004e-02,5.413011597451815149e+00,8.588020575889086666e-10,8.588406564622815381e-10,-4.393967567087065262e+00,-4.290953350814890044e+00
1.081415234467559584e-02,5.426642378290259749e+00,8.811580064980900467e-10,8.812004546956616176e-10,-4.384073540662066115e+00,-4.257554116539843392e+00
1.084138401375851074e-02,5.440307483493782570e+00,9.039182806974445784e-10,9.039632761234567095e-10,-4.348637841983254759e+00,-4.224832265898449180e+00
1.086868425629753006e-02,5.454006999496328056e+00,9.270945294129115250e-10,9.271340998648451468e-10,-4.327138080365469541e+00,-4.192767841400707240e+00
1.089605324497096121e-02,5.467741012949478119e+00,9.506531496337839727e-10,9.506958108749566861e-10,-4.283598227809743975e+00,-4.161341695103033089e+00
1.092349115289195996e-02,5.481509610723026782e+00,9.746523111279075961e-10,9.746947628912623648e-10,-4.214038396090050931e+00,-4.130535389268045421e+00
1.095099815360960939e-02,5.495312879905521086e+00,9.990789333699791217e-10,9.991169206018900004e-10,-4.223467104054224208e+00,-4.100331142510151849e+00
1.097857442110999719e-02,5.509150907804799324e+00,1.023928592930398911e-09,1.023967493499794469e-09,-4.151865719581054215e+00,-4.070711837477796635e+00
1.100622012981735363e-02,5.523023781948566580e+00,1.049210806010560668e-09,1.049251743042841752e-09,-4.148616042895930001e+00,-4.041661041779858188e+00
1.103393545459511842e-02,5.536931590084924970e+00,1.074929006048522297e-09,1.074974988829463290e-09,-4.101987070941095936e+00,-4.013162967082751997e+00
1.106172057074707692e-02,5.550874420182946523e+00,1.101101295701851306e-09,1.101142612162095262e-09,-4.099700141576200885e+00,-3.985202382282052813e+00
1.108957565401845653e-02,5.564852360433223843e+00,1.127689128651369395e-09,1.127731635231864244e-09,-4.049721880025972887e+00,-3.957764535557010799e+00
1.111750088059702130e-02,5.578865499248418125e+00,1.154753860248616576e-09,1.154800804276773193e-09,-4.039383100952399275e+00,-3.930835246918593651e+00
1.114549642711422546e-02,5.592913925263838237e+00,1.182294296351149344e-09,1.182330769111318000e-09,-3.998868733222946670e+00,-3.904400870385749123e+00
1.117356247064628383e-02,5.606997727337978077e+00,1.210287595284763650e-09,1.210327147775285974e-09,-3.957505451590872525e+00,-3.878448275811936963e+00
1.120169918871533575e-02,5.621116994553100987e+00,1.238752629834453675e-09,1.238795621196239684e-09,-3.940357761191765729e+00,-3.852964738916743848e+00
1.122990675929054667e-02,5.635271816215792207e+00,1.267700729530622794e-09,1.267741926111449090e-09,-3.894321615630306876e+00,-3.827937940846757314e+00
1.125818536078921663e-02,5.649462281857513979e+00,1.297102272509478186e-09,1.297140011471431652e-09,-3.874511663502319347e+00,-3.803356030899229800e+00
1.128653517207794596e-02,5.663688481235192640e+00,1.327014780444429610e-09,1.327055388417959284e-09,-3.844420453714322061e+00,-3.779207612330689248e+00
1.131495637247375077e-02,5.677950504331778170e+00,1.357428593082463800e-09,1.357466124390756532e-09,-3.836313511077350302e+00,-3.755481645344658226e+00
1.134344914174516966e-02,5.692248441356796640e+00,1.388336154541925285e-09,1.388378227429285912e-09,-3.798617135300484282e+00,-3.732167398510410905e+00
1.137201366011345721e-02,5.706582382746953286e+00,1.419756026241812795e-09,1.419797755333804420e-09,-3.788291054318678075e+00,-3.709254531547934164e+00
1.140065010825366300e-02,5.720952419166669856e+00,1.451685025143047078e-09,1.451730845679174479e-09,-3.753179616809150243e+00,-3.686733100486358605e+00
1.142935866729582681e-02,5.735358641508687683e+00,1.484105559995563032e-09,1.484148139601924371e-09,-3.714883027544149563e+00,-3.664593473123701983e+00
1.145813951882609406e-02,5.749801140894626350e+00,1.517075804931166707e-09,1.517122349898703001e-09,-3.708349869930808396e+00,-3.642826257826777159e+00
1.148699284488786075e-02,5.764280008675558342e+00,1.550587232313272399e-09,1.550628829763477847e-09,-3.681828540411471895e+00,-3.621422399164556882e+00
1.151591882798295649e-02,5.778795336432600571e+00,1.584635185969566288e-09,1.584673977589054528e-09,-3.650698050792935412e+00,-3.600373189916997507e+00
1.154491765107275129e-02,5.793347215977473041e+00,1.619223280325944161e-09,1.619264274486975520e-09,-3.636409340143041735e+00,-3.579670172664865646e+00
1.157398949757936120e-02,5.807935739353102811e+00,1.654362015280452737e-09,1.654406255168507695e-09,-3.629808439941415443e+00,-3.559305091188523118e+00
1.160313455138678798e-02,5.822560998834194201e+00,1.690024737842822091e-09,1.690067068325487532e-09,-3.598972833509267666e+00,-3.539269993995303398e+00
1.163235299684206060e-02,5.837223086927803450e+00,1.726282497152958823e-09,1.726327069563624539e-09,-3.558232486524762539e+00,-3.519557227107797726e+00
1.166164501875644431e-02,5.851922096373945337e+00,1.763119122823942516e-09,1.763158720224898440e-09,-3.564926300258856262e+00,-3.500159317846168960e+00
1.169101080240656475e-02,5.866658120146155397e+00,1.800530102472123783e-09,1.800568861684562216e-09,-3.527066345184613372e+00,-3.481068984930096200e+00
1.172045053353562398e-02,5.881431251452104547e+00,1.838524899079358614e-09,1.838564397567367764e-09,-3.520820306211518425e+00,-3.462279228860003499e+00
1.174996439835454543e-02,5.896241583734166625e+00,1.877108992730977523e-09,1.877152315539089269e-09,-3.494213136714557244e+00,-3.443783291375764666e+00
1.177955258354314826e-02,5.911089210670015248e+00,1.916254952346602832e-09,1.916296037911979650e-09,-3.487458636917350585e+00,-3.425574517607061331e+00
1.180921527625135477e-02,5.925974226173223336e+00,1.956043387300172027e-09,1.956084005226912274e-09,-3.452420068709219692e+00,-3.407646493429731027e+00
1.183895266410035958e-02,5.940896724393855521e+00,1.996445477790721966e-09,1.996485657260783648e-09,-3.448367640955127378e+00,-3.389993047149404415e+00
1.186876493518379885e-02,5.955856799719049022e+00,2.037466471062826366e-09,2.037508286875098135e-09,-3.410932868364737303e+00,-3.372608133114816109e+00
1.189865227806897845e-02,5.970854546773635363e+00,2.079119052562162851e-09,2.079159267462405032e-09,-3.402271323457086716e+00,-3.355485851226905680e+00
1.192861488179802407e-02,5.985890060420714143e+00,2.121403946242536775e-09,2.121446043129820747e-09,-3.394617522267350473e+00,-3.338620536053592325e+00
1.195865293588911464e-02,6.000963435762272091e+00,2.164334068400118385e-09,2.164376139560747755e-09,-3.369357880068675648e+00,-3.322006687429428062e+00
1.198876663033766540e-02,6.016074768139779039e+00,2.207862131200909955e-09,2.207902460891896323e-09,-3.350002410594187907e+00,-3.305638881777994698e+00
1.201895615561750751e-02,6.031224153134777666e+00,2.252095749980387546e-09,2.252135333830483290e-09,-3.332730986963783337e+00,-3.289511913880809768e+00
1.204922170268214049e-02,6.046411686569512334e+00,2.296995651286425175e-09,2.297034511884126261e-09,-3.311186265129121953e+00,-3.273620748457829244e+00
1.207956346296589281e-02,6.061637464507512618e+00,2.342561977240853407e-09,2.342607867167994002e-09,-3.295948276216027484e+00,-3.257960403733386467e+00
1.210998162838516565e-02,6.076901583254215922e+00,2.388823740693398770e-09,2.388863339017641907e-09,-3.280768006814175131e+00,-3.242526089982166848e+00
1.214047639133963678e-02,6.092204139357573212e+00,2.435767578067135055e-09,2.435808957947944406e-09,-3.259667906448431296e+00,-3.227313183530031271e+00
1.217104794471346105e-02,6.107545229608649429e+00,2.483351275581724800e-09,2.483392675300611153e-09,-3.252489441723793728e+00,-3.212317101187725399e+00
1.220169648187652105e-02,6.122924951042253205e+00,2.531690715575130359e-09,2.531735427760333112e-09,-3.259158136572102737e+00,-3.197533432040728929e+00
1.223242219668561892e-02,6.138343400937533723e+00,2.580752166892485672e-09,2.580792840757808256e-09,-3.228152177500647646e+00,-3.182957920175577549e+00
1.226322528348572707e-02,6.153800676818608650e+00,2.630530673721739417e-09,2.630573315601242771e-09,-3.208793853472190261e+00,-3.168586339170992972e+00
1.229410593711121637e-02,6.169296876455179657e+00,2.681048651159162877e-09,2.681085317649296349e-09,-3.178646566005806751e+00,-3.154414626939801014e+00
1.232506435288705307e-02,6.184832097863133704e+00,2.732298559731813116e-09,2.732337420316649889e-09,-3.185409828930255038e+00,-3.140438854609808761e+00
1.235610072663008603e-02,6.200406439305190531e+00,2.784233443203483188e-09,2.784272327440331967e-09,-3.160639342079625713e+00,-3.126655119790449078e+00
1.238721525465025924e-02,6.216019999291508391e+00,2.836981518513517983e-09,2.837022181088510525e-09,-3.142601822895198627e+00,-3.113059674459109250e+00
1.241840813375183310e-02,6.231672876580298670e+00,2.890503054623276263e-09,2.890538276086066324e-09,-3.123274574658909231e+00,-3.099648885803110154e+00
1.244967956123468021e-02,6.247365170178474258e+00,2.944790146500762726e-09,2.944829569371667404e-09,-3.121049086186036714e+00,-3.086419139568770564e+00
1.248102973489547546e-02,6.263096979342249071e+00,2.999863531650097344e-09,2.999905093365010933e-09,-3.106445947255716877e+00,-3.073366995914356359e+00
1.251245885302899527e-02,6.278868403577790858e+00,3.055734971238947571e-09,3.055773983712001570e-09,-3.092515694963252404e+00,-3.060489059612081952e+00
1.254396711442935450e-02,6.294679542641835823e+00,3.112333532496777215e-09,3.112373426364445517e-09,-3.075376816494225007e+00,-3.047782000911742895e+00
1.257555471839123980e-02,6.310530496542315682e+00,3.169800825876248354e-09,3.169847363351754862e-09,-3.065080016209407177e+00,-3.035242644191666450e+00
1.260722186471121935e-02,6.326421365539007802e+00,3.228105373066294615e-09,3.228142549267015786e-09,-3.060827279776871634e+00,-3.022867810009871814e+00
1.263896875368895369e-02,6.342352250144149828e+00,3.287228565863284304e-09,3.287268529953285212e-09,-3.046284345762940493e+00,-3.010654446831002584e+00
1.267079558612850369e-02,6.358323251123088049e+00,3.347194290828109723e-09,3.347234946737121715e-09,-3.034942835240219683e+00,-2.998599589422300316e+00
1.270270256333959000e-02,6.374334469494916888e+00,3.408013736399168450e-09,3.408051540594134332e-09,-3.018412135027848109e+00,-2.986700283440121062e+00
1.273468988713884024e-02,6.390386006533098850e+00,3.469610234289430231e-09,3.469649672142743843e-09,-3.003770086993668098e+00,-2.974953723358683355e+00
1.276675775985111269e-02,6.406477963766133321e+00,3.532148614577604957e-09,3.532185692986875171e-09,-2.989313656835730360e+00,-2.963357114244573154e+00
1.279890638431072439e-02,6.422610442978169409e+00,3.595565816185946517e-09,3.595601622280405480e-09,-2.974926374358294545e+00,-2.951907742276910440e+00
1.283113596386277824e-02,6.438783546209672970e+00,3.659867430068093121e-09,3.659907630353569274e-09,-2.966107835169484730e+00,-2.940602990721156385e+00
1.286344670236443284e-02,6.454997375758066980e+00,3.725069714037300643e-09,3.725114000825052489e-09,-2.954537976138222888e+00,-2.929440240779281446e+00
1.289583880418617053e-02,6.471252034178362145e+00,3.791189260690106473e-09,3.791231114204786248e-09,-2.949804804006377790e+00,-2.918417011716802456e+00
1.292831247421312446e-02,6.487547624283826586e+00,3.858143960142224543e-09,3.858184230296327562e-09,-2.932101507699853560e+00,-2.907530809589148113e+00
1.296086791784636580e-02,6.503884249146631547e+00,3.926095087113289138e-09,3.926142716892208373e-09,-2.918746520187204485e+00,-2.896779243011578409e+00
1.299350534100417176e-02,6.520262012098486437e+00,3.995004021188416670e-09,3.995043637137133247e-09,-2.905406623684477996e+00,-2.886159976241942982e+00
1.302622495012338219e-02,6.536681016731320071e+00,4.064855864216236906e-09,4.064897853983877225e-09,-2.890925966500053956e+00,-2.875670687559791272e+00
1.305902695216065029e-02,6.553141366897909492e+00,4.135676032322739939e-09,4.135716318904598639e-09,-2.888568629932605880e+00,-2.865309169678845080e+00
1.309191155459379398e-02,6.569643166712555882e+00,4.207468590857843241e-09,4.207510104061488770e-09,-2.874862945142931281e+00,-2.855073196609065889e+00
1.312487896542309518e-02,6.586186520551738255e+00,4.280251983532814478e-09,4.280290388603388452e-09,-2.871740680375156618e+00,-2.844960656314830860e+00
1.315792939317258700e-02,6.602771533054758279e+00,4.353923116028303494e-09,4.353963183183641810e-09,-2.853418593575107298e+00,-2.834969441475510887e+00
1.319106304689143111e-02,6.619398309124433943e+00,4.428703341181715402e-09,4.428737413441888595e-09,-2.847049724555247074e+00,-2.825097505521308783e+00
1.322428013615517539e-02,6.636066953927725720e+00,4.504490413865820310e-09,4.504532311703392467e-09,-2.838818705065522696e+00,-2.815342857403578591e+00
1.325758087106713133e-02,6.652777572896433789e+00,4.581317217368939971e-09,4.581359561985491645e-09,-2.827851754648452953e+00,-2.805703526339167642e+00
1.329096546225968199e-02,6.669530271727848181e+00,4.659187744982664881e-09,4.659230971048610480e-09,-2.814416656868191424e+00,-2.796177620242207507e+00
1.332443412089559520e-02,6.686325156385414914e+00,4.738116821585537804e-09,4.738158457019024571e-09,-2.806074946233012124e+00,-2.786763241748597242e+00
1.335798705866940439e-02,6.703162333099420778e+00,4.817997243412927994e-09,4.818039965316605644e-09,-2.799614371101080579e+00,-2.777458589563636338e+00
1.339162448780869749e-02,6.720041908367647920e+00,4.899059642599768162e-09,4.899101390338481435e-09,-2.789964206313900963e+00,-2.768261842566029252e+00
1.342534662107550125e-02,6.736963988956062188e+00,4.981214600430967536e-09,4.981255313145170868e-09,-2.775532084756740847e+00,-2.759171278913487679e+00
1.345915367176761003e-02,6.753928681899483699e+00,5.064470352046860178e-09,5.064514180473943397e-09,-2.774601950846940834e+00,-2.750185154576521018e+00
1.349304585371991459e-02,6.770936094502252978e+00,5.148852161181812964e-09,5.148890568527260182e-09,-2.764741004470983032e+00,-2.741301819556406727e+00
1.352702338130579857e-02,6.787986334338929950e+00,5.234359742261428856e-09,5.234397181216974886e-09,-2.749224018453375606e+00,-2.732519605235115279e+00
1.356108646943844816e-02,6.805079509254953862e+00,5.320884447684367128e-09,5.320923515375775237e-09,-2.745238406777587237e+00,-2.723836926639357170e+00
1.359523533357224687e-02,6.822215727367342275e+00,5.408679851522269926e-09,5.408713268696549385e-09,-2.738588476871737232e+00,-2.715252188007883483e+00
1.362947018970413378e-02,6.839395097065368745e+00,5.497633161580514037e-09,5.497672051933913874e-09,-2.722518545866745576e+00,-2.706763869135525358e+00
1.366379125437493236e-02,6.856617727011237839e+00,5.587770853719281854e-09,5.587813141421022972e-09,-2.704786321529959903e+00,-2.698370443218869763e+00
1.369819874467077293e-02,6.873883726140790351e+00,5.679103960682831623e-09,5.679149947462011112e-09,-2.707885114631230827e+00,-2.690070442333307721e+00
1.373269287822444056e-02,6.891193203664185418e+00,5.771656942096677362e-09,5.771696003458885717e-09,-2.697061734252598431e+00,-2.681862410522661833e+00
1.376727387321673331e-02,6.908546269066580869e+00,5.865292756345185605e-09,5.865331941067234225e-09,-2.690650583358312087e+00,-2.673744943112028594e+00
1.380194194837788650e-02,6.925943032108844655e+00,5.960272500386933693e-09,5.960320095031037946e-09,-2.681443716851143577e+00,-2.665716632124129681e+00
1.383669732298890495e-02,6.943383602828228973e+00,6.056521584727573873e-09,6.056558855799529606e-09,-2.676748178766789721e+00,-2.657776135379862570e+00
1.387154021688299932e-02,6.960868091539085256e+00,6.154020555538434923e-09,6.154062362789841888e-09,-2.667133773772663030e+00,-2.649922099118060093e+00
1.390647085044694788e-02,6.978396608833552506e+00,6.252802394305944776e-09,6.252844901206223720e-09,-2.659579725401917560e+00,-2.642153239131479037e+00
1.394148944462247908e-02,6.995969265582248298e+00,6.352882326340530559e-09,6.352920895701862310e-09,-2.647650870646906629e+00,-2.634468250712429960e+00
1.397659622090771658e-02,7.013586172934993535e+00,6.454127846728609515e-09,6.454161709974901210e-09,-2.642839384421005189e+00,-2.626865900527892705e+00
1.401179140135851327e-02,7.031247442321484797e+00,6.556814456310422751e-09,6.556849164146712801e-09,-2.635425487509611031e+00,-2.619344936169728744e+00
1.404707520858992399e-02,7.048953185452028869e+00,6.660835903474141060e-09,6.660874130692808398e-09,-2.625234185731998515e+00,-2.611904170611408560e+00
1.408244786577757257e-02,7.066703514318232848e+00,6.766211915983480004e-09,6.766251683389104879e-09,-2.621580905390672456e+00,-2.604542403628677505e+00
1.411790959665905690e-02,7.084498541193708476e+00,6.872953869741471735e-09,6.872997049422668915e-09,-2.610598676113236483e+00,-2.597258488199059911e+00
1.415346062553540611e-02,7.102338378634800442e+00,6.981080688609915558e-09,6.981125593035299826e-09,-2.607111408465851543e+00,-2.590051278315832928e+00
1.418910117727244583e-02,7.120223139481275609e+00,7.090606074084042406e-09,7.090652844276675916e-09,-2.595690617673731548e+00,-2.582919661650342924e+00
1.422483147730227090e-02,7.138152936857057540e+00,7.201369961541320943e-09,7.201419411701794856e-09,-2.592096137570696346e+00,-2.575862544081368721e+00
1.426065175162464366e-02,7.156127884170933484e+00,7.313731089950889283e-09,7.313769943779829733e-09,-2.582847607263464074e+00,-2.568878847897661633e+00
1.429656222680840937e-02,7.174148095117259594e+00,7.427525196689549996e-09,7.427566648891296316e-09,-2.572343198009951148e+00,-2.561967527547865053e+00
1.433256312999296907e-02,7.192213683676703440e+00,7.542781843589457014e-09,7.542825743017293635e-09,-2.569898758629799662e+00,-2.555127537869363863e+00
1.436865468888969509e-02,7.210324764116952778e+00,7.659526469865565479e-09,7.659563600154904745e-09,-2.558651865311298845e+00,-2.548357879687321415e+00
1.440483713178335179e-02,7.228481450993429647e+00,7.777762027159365801e-09,7.777796770032174481e-09,-2.554466417091335373e+00,-2.541657546322440897e+00
1.444111068753358394e-02,7.246683859150033769e+00,7.897316717396266266e-09,7.897353723930060260e-09,-2.547306499493542375e+00,-2.535025567061345075e+00
1.447747558557631146e-02,7.264932103719847767e+00,8.018564253347603018e-09,8.018604386180543476e-09,-2.539186184934643986e+00,-2.528460981895102933e+00
1.451393205592523342e-02,7.283226300125888564e+00,8.141360455375954165e-09,8.141400916016905314e-09,-2.535991893573634304e+00,-2.521962848835912929e+00
1.455048032917325741e-02,7.301566564081825028e+00,8.265718883859496779e-09,8.265760597246730145e-09,-2.530975317386733536e+00,-2.515530252014916091e+00
1.458712063649393077e-02,7.319953011592696512e+00,8.391658967616284796e-09,8.391700865555480226e-09,-2.520256924417158206e+00,-2.509162273448633407e+00
1.462385320964297054e-02,7.338385758955680238e+00,8.519189807446902910e-09,8.519239345782463557e-09,-2.515156539150745552e+00,-2.502858031413765172e+00
1.466067828095965128e-02,7.356864922760789405e+00,8.648141394012085362e-09,8.648191820453186134e-09,-2.507435515471085896e+00,-2.496616651222416827e+00
1.469759608336833681e-02,7.375390619891637911e+00,8.778918707396631786e-09,8.778954657368950066e-09,-2.498688354803243250e+00,-2.490437268052490882e+00
1.473460685037993566e-02,7.393962967526175767e+00,8.911329609185030431e-09,8.911369559580256001e-09,-2.498781596202746424e+00,-2.484319051070801532e+00
1.477171081609334261e-02,7.412582083137409406e+00,9.045413369558943174e-09,9.045454929029126395e-09,-2.488920216897433146e+00,-2.478261162404016282e+00
1.480890821519698086e-02,7.431248084494174400e+00,9.181189160313489246e-09,9.181229344210222865e-09,-2.482928261508497769e+00,-2.472262794141208531e+00
1.484619928297022627e-02,7.449961089661853997e+00,9.318674615547969128e-09,9.318711583274631006e-09,-2.474644408168692689e+00,-2.466323147973565888e+00
1.488358425528494601e-02,7.468721217003147395e+00,9.457666932414332015e-09,9.457704149913865893e-09,-2.467632090282664059e+00,-2.460441432780339888e+00
1.492106336860696617e-02,7.487528585178810481e+00,9.598593437991060423e-09,9.598631035700653961e-09,-2.464298535832078585e+00,-2.454616887241003909e+00
1.495863685999754798e-02,7.506383313148390357e+00,9.741281295362757338e-09,9.741323095962197020e-09,-2.454911172636822236e+00,-2.448848752173164556e+00
1.499630496711493351e-02,7.525285520171007825e+00,9.885756688893877884e-09,9.885799928505043326e-09,-2.452095416061946143e+00,-2.443136276550232910e+00
1.503406792821581836e-02,7.544235325806091019e+00,1.003204174293642120e-08,1.003208132733285940e-08,-2.449707264472493318e+00,-2.437478739177580511e+00
1.507192598215684881e-02,7.563232849914131251e+00,1.018013694780680735e-08,1.018018728608856677e-08,-2.441369667480525418e+00,-2.431875418892373020e+00
1.510987936839617261e-02,7.582278212657457495e+00,1.032986016333220407e-08,1.032990645999018085e-08,-2.434627006962974960e+00,-2.426325599332660676e+00
1.514792832699490312e-02,7.601371534500970917e+00,1.048165024393006529e-08,1.048169165310039797e-08,-2.431176288026640986e+00,-2.420828601514795952e+00
1.518607309861868572e-02,7.620512936212936239e+00,1.063531750266605860e-08,1.063536248089855870e-08,-2.421123009431843442e+00,-2.415383736711788298e+00
1.522431392453919667e-02,7.639702538865726922e+00,1.079089473155040233e-08,1.079093982070312419e-08,-2.419992555163442027e+00,-2.409990328819264338e+00
1.526265104663564881e-02,7.658940463836584556e+00,1.094840505572797502e-08,1.094844474329136356e-08,-2.411769411159758736e+00,-2.404647728576591703e+00
1.530108470739637537e-02,7.678226832808413782e+00,1.110786067566765630e-08,1.110789854670606839e-08,-2.406230412491347614e+00,-2.399355284939860944e+00
1.533961514992029755e-02,7.697561767770518593e+00,1.126903652941218999e-08,1.126907545303977121e-08,-2.400532572213509575e+00,-2.394112350554060242e+00
1.537824261791852394e-02,7.716945391019402578e+00,1.143241841539353053e-08,1.143245827967067151e-08,-2.398756763730362174e+00,-2.388918312828296031e+00
1.541696735571586145e-02,7.736377825159529209e+00,1.159781514838946164e-08,1.159785502000566334e-08,-2.388502417615155249e+00,-2.383772550234320775e+00
1.545578960825234015e-02,7.755859193104088334e+00,1.176524629063927402e-08,1.176528789859926286e-08,-2.385493139260772111e+00,-2.378674451521074484e+00
1.549470962108482133e-02,7.775389618075799980e+00,1.193473780901832485e-08,1.193477936766178075e-08,-2.383340167412680621e+00,-2.373623427242693040e+00
1.553372764038847900e-02,7.794969223607658648e+00,1.210630568744708341e-08,1.210635210065490114e-08,-2.376271949678252060e+00,-2.368618891857580344e+00
1.557284391295841834e-02,7.814598133543748659e+00,1.227998928065051800e-08,1.228002898481233109e-08,-2.375078636521220421e+00,-2.363660259864326374e+00
1.561205868621121616e-02,7.834276472040010653e+00,1.245549243282876645e-08,1.245553301846875852e-08,-2.372319739399376015e+00,-2.358746973237437317e+00
1.565137220818645092e-02,7.854004363565016966e+00,1.263340932930775470e-08,1.263345122358566014e-08,-2.360260121586561954e+00,-2.353878466331603025e+00
1.569078472754833337e-02,7.873781932900785208e+00,1.281350209005326388e-08,1.281354361487991205e-08,-2.356445547114444761e+00,-2.349054198635268431e+00
1.573029649358724177e-02,7.893609305143547417e+00,1.299579599418318704e-08,1.299583408771727227e-08,-2.352435135829272994e+00,-2.344273616747112765e+00
1.576990775622128665e-02,7.913486605704541432e+00,1.318031071562432277e-08,1.318034677084945469e-08,-2.345200663692553089e+00,-2.339536201486096978e+00
1.580961876599793620e-02,7.933413960310820023e+00,1.336706424192738855e-08,1.336710605723476126e-08,-2.344656618294132411e+00,-2.334841427366376454e+00
1.584942977409554976e-02,7.953391495006022716e+00,1.355577544515829298e-08,1.355581610692593367e-08,-2.336423071180271371e+00,-2.330188773770926591e+00
